,From,To,Taxonomy
6294,Q02753,4932.YBR191W,4932
6295,P0C2H7,4932.YDR471W,4932
6296,P26785,4932.YNL069C,4932
6297,P36144,4932.YKR060W,4932
6298,Q12672,4932.YPL079W,4932
6299,P38061,4932.YBL092W,4932
6300,P41056,4932.YOR234C,4932
6301,P87262,4932.YER056C-A,4932
6302,O42699,4896.SPCC1682.14.1,4896
6303,P04449,4932.YGL031C,4932
6304,P04456,4932.YOL127W,4932
6305,P53221,4932.YGR034W,4932
6306,P05744,4932.YPL143W,4932
6307,P05745,4932.YMR194W,4932
6308,P40212,4932.YMR142C,4932
6309,P38754,4932.YHL001W,4932
6310,P54780,4932.YMR121C,4932
6311,Q9Y7R7,4896.SPCC306.07c.1,4896
6312,P24000,4932.YGR148C,4932
6313,P0C2H6,4932.YHR010W,4932
6314,P14120,4932.YGL030W,4932
6315,P0C2H8,4932.YDL075W,4932
6316,O14455,4932.YPL249C-A,4932
6317,P02400,4932.YDR382W,4932
6318,P40693,4932.YNL002C,4932
6319,P49207,9606.ENSP00000378163,9606
6320,P0CX25,4932.YPR043W,4932
6321,Q9UTI8,4896.SPAC15E1.03.1,4896
6322,Q02326,4932.YML073C,4932
6323,O14317,4896.SPAC1071.08.1,4896
6324,Q9LXD1,3702.AT5G09680.2,3702
6325,Q9UTK2,4896.SPAC1486.07c.1,4896
6326,Q9H9A7,9606.ENSP00000317039,9606
6327,Q96E14,9606.ENSP00000310356,9606
6328,Q99ML9,10090.ENSMUSP00000034739,10090
6329,E9QAU8,10090.ENSMUSP00000026494,10090
6330,P05743,4932.YLR344W,4932
6331,P05747,4932.YFR032C-A,4932
6332,P0C2H9,4932.YLR406C,4932
6333,P40525,4932.YIL052C,4932
6334,P04650,4932.YJL189W,4932
6335,P51401,4932.YNL067W,4932
6336,Q32SG5,4577.GRMZM2G079823_P01,4577
6337,P21524,4932.YER070W,4932
6338,Q07844,4932.YLL034C,4932
6339,P62913,9606.ENSP00000363676,9606
6340,P05748,4932.YLR029C,4932
6341,P46990,4932.YJL177W,4932
6342,Q9UT32,4896.SPAC8F11.04.1,4896
6343,P02406,4932.YGL103W,4932
6344,P0CX84,4932.YDL191W,4932
6345,P49166,4932.YLR185W,4932
6346,P51402,4932.YDR500C,4932
6347,P49167,4932.YLR325C,4932
6348,P14126,4932.YOR063W,4932
6349,Q02878,9606.ENSP00000403172,9606
6350,P05319,4932.YOL039W,4932
6351,P10622,4932.YDL130W,4932
6352,Q1MTN9,4896.SPBC29A10.03c.1,4896
6353,O60091,4896.SPBC14C8.10.1,4896
6354,P34560,6239.T05G5.7a,6239
6355,Q96LZ7,9606.ENSP00000234195,9606
6356,Q9T075,3702.AT4G37880.1,3702
6357,O75526,9606.ENSP00000304139,9606
6358,Q9CZW6,10090.ENSMUSP00000124215,10090
6359,Q9FKW0,3702.AT5G44280.2,3702
6360,Q0WL81,3702.AT1G07910.2,3702
6361,Q7YZH1,7227.FBpp0072431,7227
6362,Q8R1B8,10090.ENSMUSP00000047597,10090
6363,Q9SJQ6,3702.AT2G36490.1,3702
6364,A9LLI8,3702.AT2G32415.1,3702
6365,P32529,4932.YJR063W,4932
6366,P22138,4932.YPR010C,4932
6367,O15160,9606.ENSP00000361465,9606
6368,P28000,4932.YNL113W,4932
6369,O42853,4896.SPAC23A1.16c.1,4896
6370,Q9Y3U8,9606.ENSP00000464342,9606
6371,P05739,4932.YLR448W,4932
6372,Q12213,4932.YPL198W,4932
6373,P05738,4932.YGL147C,4932
6374,O60102,4896.SPBC14F5.06.1,4896
6375,Q9FFH1,3702.AT5G44180.1,3702
6376,Q9UT91,4896.SPAC323.08.1,4896
6377,P40993,4932.YDR478W,4932
6378,Q8IYW5,9606.ENSP00000320898,9606
6379,Q6ZRF8,9606.ENSP00000367173,9606
6380,O74919,4896.SPCC757.09c.1,4896
6381,Q9NRR4,9606.ENSP00000425979,9606
6382,Q8N5U6,9606.ENSP00000322242,9606
6383,Q9WTV7,10090.ENSMUSP00000112820,10090
6384,Q920M2,10116.ENSRNOP00000001014,10116
6385,P05737,4932.YGL076C,4932
6386,P17076,4932.YHL033C,4932
6387,Q9D0C1,10090.ENSMUSP00000029740,10090
6388,Q5XPI4,9606.ENSP00000328287,9606
6389,Q8IUD6,9606.ENSP00000328340,9606
6390,Q8WVD3,9606.ENSP00000261593,9606
6391,Q8NCN4,9606.ENSP00000299563,9606
6392,Q63HN8,9606.ENSP00000464087,9606
6393,Q9H0A6,9606.ENSP00000385285,9606
6394,P29453,4932.YLL045C,4932
6395,P05317,4932.YLR340W,4932
6396,P05318,4932.YDL081C,4932
6397,Q9UHA3,9606.ENSP00000260443,9606
6398,Q96DB5,9606.ENSP00000385927,9606
6399,Q6PDX6,10090.ENSMUSP00000030439,10090
6400,Q925F4,10090.ENSMUSP00000028761,10090
6401,O74994,4896.SPCC613.04c.1,4896
6402,P50636,10090.ENSMUSP00000022890,10090
6403,Q9P7W9,4896.SPBC1703.01c.1,4896
6404,Q10155,4896.SPAC1D4.10.1,4896
6405,Q0WVE8,3702.AT1G54440.2,3702
6406,P52434,9606.ENSP00000415536,9606
6407,P07703,4932.YPR110C,4932
6408,P16356,6239.F36A4.7,6239
6409,O15514,9606.ENSP00000272645,9606
6410,P40571,4932.YIR015W,4932
6411,O14012,4896.SPAC29A4.09.1,4896
6412,Q9Y7M6,4896.SPBC9B6.07.1,4896
6413,Q8N6D2,9606.ENSP00000420465,9606
6414,Q9M811,3702.AT1G52240.1,3702
6415,P45818,4932.YGL171W,4932
6416,P35398,9606.ENSP00000261523,9606
6417,P51450,10090.ENSMUSP00000029795,10090
6418,Q9P7P1,4896.SPBC1718.03.1,4896
6419,P15398,4896.SPBC4C3.05c.1,4896
6420,O15446,9606.ENSP00000465099,9606
6421,Q8K202,10090.ENSMUSP00000121007,10090
6422,P61218,9606.ENSP00000403852,9606
6423,P40422,4932.YHR143W-A,4932
6424,P62875,9606.ENSP00000324124,9606
6425,P52435,9606.ENSP00000292614,9606
6426,P19387,9606.ENSP00000219252,9606
6427,O81098,3702.AT3G22320.1,3702
6428,P36954,9606.ENSP00000221859,9606
6429,P25441,4932.YDL150W,4932
6430,O35427,10090.ENSMUSP00000026608,10090
6431,Q9H9Y2,9606.ENSP00000359688,9606
6432,Q9H7B2,9606.ENSP00000402338,9606
6433,O95707,9606.ENSP00000465213,9606
6434,Q9GZN7,9606.ENSP00000322832,9606
6435,Q9SVQ3,3702.AT4G13240.1,3702
6436,Q56WM6,3702.AT1G31650.1,3702
6437,P50106,4932.YDR156W,4932
6438,P22139,4932.YOR210W,4932
6439,P04051,4932.YOR116C,4932
6440,Q9M1J2,3702.AT3G57080.1,3702
6441,Q9ZU38,3702.AT2G01290.1,3702
6442,Q8W4J9,3702.AT5G43470.2,3702
6443,Q12508,4932.YDR255C,4932
6444,Q9NV58,9606.ENSP00000428968,9606
6445,Q9H0F5,9606.ENSP00000259605,9606
6446,Q0WX00,3702.AT1G03770.2,3702
6447,Q7M3S9,44689.DDB0220505,44689
6448,P22276,4932.YOR207C,4932
6449,P47076,4932.YJL011C,4932
6450,Q9SE42,4530.OS09T0505700-02,4530
6451,P38805,4932.YHR088W,4932
6452,Q9VEB3,7227.FBpp0082984,7227
6453,Q684P5,9606.ENSP00000254695,9606
6454,Q07020,9606.ENSP00000447001,9606
6455,O76021,9606.ENSP00000460871,9606
6456,P46778,9606.ENSP00000346027,9606
6457,O43182,9606.ENSP00000338967,9606
6458,Q14CB8,9606.ENSP00000351333,9606
6459,Q9SYM5,3702.AT1G78570.1,3702
6460,Q09914,4896.SPAC1F7.04.1,4896
6461,O74803,4896.SPBC2D10.12.1,4896
6462,Q9GSX9,6239.Y69A2AR.2a,6239
6463,Q6PR54,10090.ENSMUSP00000108313,10090
6464,Q9JJF3,10090.ENSMUSP00000057984,10090
6465,P38222,4932.YBR030W,4932
6466,P38701,4932.YHL015W,4932
6467,O76927,7227.FBpp0077309,7227
6468,P63220,9606.ENSP00000345957,9606
6469,Q3E792,4932.YGR027C,4932
6470,P38711,4932.YHR021C,4932
6471,P41057,4932.YLR388W,4932
6472,P61247,9606.ENSP00000346050,9606
6473,P26783,4932.YJR123W,4932
6474,P62081,9606.ENSP00000339095,9606
6475,G5EFV3,6239.Y48A6B.11b,6239
6476,Q05942,4932.YLR221C,4932
6477,Q6ZLB0,4530.OS07T0182000-01,4530
6478,P38781,4932.YHR056C,4932
6479,P32832,4932.YMR091C,4932
6480,Q03124,4932.YML127W,4932
6481,O81127,3702.AT1G23860.1,3702
6482,Q9M670,3702.AT5G04890.1,3702
6483,Q9SUR3,3702.AT4G23630.1,3702
6484,Q13950,9606.ENSP00000360493,9606
6485,P38961,4932.YDR083W,4932
6486,Q06506,4932.YPR137W,4932
6487,Q08746,4932.YOR294W,4932
6488,P46784,4932.YMR230W,4932
6489,P02407,4932.YML024W,4932
6490,P0C0V8,4932.YKR057W,4932
6491,P0C0X0,4932.YLR264W,4932
6492,Q3E754,4932.YJL136C,4932
6493,P39938,4932.YGL189C,4932
6494,Q3E7X9,4932.YOR167C,4932
6495,Q09781,4896.SPAC13G6.02c.1,4896
6496,P55830,7227.FBpp0300615,7227
6497,Q4FX73,5664.LmjF.35.0420,5664
6498,O59675,4896.SPBC29A3.12.1,4896
6499,A8HNV0,3055.EDP10020,3055
6500,Q23121,6239.W02B12.3a,6239
6501,Q6UBQ3,3055.EDP06497,3055
6502,Q27YU7,3055.EDP03020,3055
6503,P26452,9913.ENSBTAP00000012866,9913
6504,Q9W261,7227.FBpp0071731,7227
6505,P38850,4932.YHR154W,4932
6506,G5EBY0,6239.F25B3.6,6239
6507,Q10154,4896.SPAC1D4.09c.1,4896
6508,Q8C8C1,10090.ENSMUSP00000043416,10090
6509,Q80ZI2,10090.ENSMUSP00000062178,10090
6510,Q62376,10090.ENSMUSP00000074160,10090
6511,O74968,4896.SPBC4B4.07c.1,4896
6512,Q05900,4932.YLR298C,4932
6513,P25931,7227.FBpp0084470,7227
6514,Q8CCI5,10090.ENSMUSP00000098677,10090
6515,P33764,9606.ENSP00000357702,9606
6516,Q08357,9606.ENSP00000340465,9606
6517,Q8VC69,10090.ENSMUSP00000010250,10090
6518,Q8CFZ5,10090.ENSMUSP00000109078,10090
6519,Q86VW1,9606.ENSP00000357915,9606
6520,Q76M72,10090.ENSMUSP00000093991,10090
6521,Q9UHI7,9606.ENSP00000302851,9606
6522,P58735,10090.ENSMUSP00000051561,10090
6523,Q8R1S9,10090.ENSMUSP00000023101,10090
6524,A2VCW5,10116.ENSRNOP00000038781,10116
6525,P59889,7955.ENSDARP00000062256,7955
6526,Q9NP59,9606.ENSP00000261024,9606
6527,Q96JW4,9606.ENSP00000258538,9606
6528,P31649,10090.ENSMUSP00000066779,10090
6529,F4IUY8,3702.AT2G39340.1,3702
6530,P89114,4932.YHR079C-A,4932
6531,Q20733,6239.F53H10.2a,6239
6532,Q15424,9606.ENSP00000467423,9606
6533,P38990,4932.YER129W,4932
6534,Q9NSI8,9606.ENSP00000285670,9606
6535,O59706,4896.SPBC36.09.1,4896
6536,Q9Z335,10116.ENSRNOP00000025808,10116
6537,Q9LXX6,3702.AT3G56640.1,3702
6538,Q9FMG4,3702.AT5G64200.2,3702
6539,Q07979,4932.YLR033W,4932
6540,P25632,4932.YCR052W,4932
6541,Q9UTT2,4896.SPAPJ698.03c.1,4896
6542,Q12378,4932.YDR066C,4932
6543,O94355,4896.SPBC428.06c.1,4896
6544,Q9P794,4896.SPBP35G2.09.1,4896
6545,P40380,4896.SPBC32F12.09.1,4896
6546,Q03347,10090.ENSMUSP00000023673,10090
6547,B3H5A8,3702.AT1G18330.2,3702
6548,P19793,9606.ENSP00000419692,9606
6549,Q86YT5,9606.ENSP00000406220,9606
6550,O70531,10116.ENSRNOP00000024374,10116
6551,Q62674,10116.ENSRNOP00000025621,10116
6552,Q02614,10090.ENSMUSP00000114844,10090
6553,Q96QD8,9606.ENSP00000256689,9606
6554,P39019,9606.ENSP00000470972,9606
6555,Q3E7Y3,4932.YLR367W,4932
6556,P62266,9606.ENSP00000296674,9606
6557,P62854,9606.ENSP00000348849,9606
6558,P35997,4932.YKL156W,4932
6559,Q9S7B2,4577.GRMZM2G403620_P01,4577
6560,Q08417,4932.YOR049C,4932
6561,Q80T69,10090.ENSMUSP00000140185,10090
6562,Q06639,4932.YDR303C,4932
6563,O94522,4896.SPCC1281.05.1,4896
6564,P43609,4932.YFR037C,4932
6565,P46974,4932.YJR127C,4932
6566,Q6IMB1,10090.ENSMUSP00000031646,10090
6567,Q8VYA5,3702.AT2G37340.1,3702
6568,Q9Y7Y5,4896.SPBC342.06c.1,4896
6569,Q09100,4896.SPAC3G6.04.1,4896
6570,Q8LGU7,3702.AT1G74700.1,3702
6571,P30876,9606.ENSP00000370625,9606
6572,P62487,9606.ENSP00000301788,9606
6573,Q9BT43,9606.ENSP00000358320,9606
6574,Q9UUG1,4896.SPAC926.08c.1,4896
6575,F1M386,10116.ENSRNOP00000037119,10116
6576,P56182,9606.ENSP00000417464,9606
6577,P25368,4932.YCL031C,4932
6578,Q14690,9606.ENSP00000358812,9606
6579,Q12149,4932.YOR001W,4932
6580,Q15050,9606.ENSP00000322396,9606
6581,P05764,4896.SPBC18E5.06.1,4896
6582,P41058,4932.YDL061C,4932
6583,P33442,4932.YLR441C,4932
6584,P05750,4932.YNL178W,4932
6585,P62701,9606.ENSP00000362744,9606
6586,Q654B3,4530.OS06T0662200-01,4530
6587,P53236,4932.YGR056W,4932
6588,Q02206,4932.YKR008W,4932
6589,Q92737,9606.ENSP00000216101,9606
6590,Q75HY5,4530.OS05T0583200-01,4530
6591,Q27YU0,3055.EDP03379,3055
6592,Q23120,6239.W02B12.2,6239
6593,Q09511,6239.EEED8.7a,6239
6594,Q18409,6239.C33H5.12a,6239
6595,P46654,4932.YLR048W,4932
6596,Q0VGM9,10090.ENSMUSP00000053120,10090
6597,Q9V3K3,7227.FBpp0074756,7227
6598,Q9HCY8,9606.ENSP00000357691,9606
6599,Q9EQN9,10090.ENSMUSP00000037561,10090
6600,Q96BU1,9606.ENSP00000362574,9606
6601,P50443,9606.ENSP00000286298,9606
6602,Q9JHE5,10116.ENSRNOP00000031532,10116
6603,Q9JHZ9,10116.ENSRNOP00000023623,10116
6604,Q9NZJ4,9606.ENSP00000371735,9606
6605,Q03615,6239.T23G5.6,6239
6606,Q1RNF8,10090.ENSMUSP00000136611,10090
6607,Q6AXV4,10116.ENSRNOP00000016520,10116
6608,Q9NHD5,7227.FBpp0087227,7227
6609,P49445,10116.ENSRNOP00000007833,10116
6610,Q9LQL2,3702.AT1G32450.1,3702
6611,Q8T6B9,7227.FBpp0072593,7227
6612,Q9VC56,7227.FBpp0303340,7227
6613,Q15397,9606.ENSP00000380982,9606
6614,Q1PFN9,3702.AT1G35730.1,3702
6615,Q9SKZ1,3702.AT2G32080.1,3702
6616,O94396,4896.SPCC126.03.1,4896
6617,Q08647,4932.YOR243C,4932
6618,Q94JZ8,3702.AT1G14570.2,3702
6619,Q09683,4896.SPAC13C5.07.1,4896
6620,Q06665,4932.YDR314C,4932
6621,P22216,4932.YPL153C,4932
6622,Q8K586,10116.ENSRNOP00000039019,10116
6623,Q96TL7,4896.SPBC1778.02.1,4896
6624,Q9Y3L5,9606.ENSP00000340274,9606
6625,P20936,9606.ENSP00000274376,9606
6626,Q86WH2,9606.ENSP00000443021,9606
6627,Q9NYW8,9606.ENSP00000380120,9606
6628,P52756,9606.ENSP00000343054,9606
6629,Q18211,6239.C26D10.1,6239
6630,P21827,4932.YGL097W,4932
6631,Q8W4B1,3702.AT5G53060.1,3702
6632,P38623,4932.YLR248W,4932
6633,Q8TAI7,9606.ENSP00000301068,9606
6634,Q09094,4896.SPBC1711.14.1,4896
6635,Q12188,4932.YPR007C,4932
6636,O94762,9606.ENSP00000317636,9606
6637,P35081,4577.GRMZM2G074361_P01,4577
6638,P48437,10090.ENSMUSP00000135703,10090
6639,O60508,9606.ENSP00000357928,9606
6640,Q12381,4896.SPBC6B1.07.1,4896
6641,F4IE66,3702.AT1G26370.1,3702
6642,Q8RXN6,3702.AT1G60170.1,3702
6643,Q8WWY3,9606.ENSP00000324122,9606
6644,P21372,4932.YBR237W,4932
6645,P33299,4932.YKL145W,4932
6646,Q9VA12,7227.FBpp0085100,7227
6647,P31374,4932.YAL017W,4932
6648,P06400,9606.ENSP00000267163,9606
6649,Q12044,4932.YOR220W,4932
6650,Q04779,4932.YMR075W,4932
6651,Q9UKL0,9606.ENSP00000262241,9606
6652,Q9C7E7,3702.AT1G28060.1,3702
6653,Q6AYJ4,10116.ENSRNOP00000026430,10116
6654,P46063,9606.ENSP00000416739,9606
6655,P40893,4932.YJL217W,4932
6656,P42073,4932.YDR195W,4932
6657,Q84J39,3702.AT4G31610.1,3702
6658,Q9HAU5,9606.ENSP00000348708,9606
6659,Q96A58,9606.ENSP00000256953,9606
6660,Q9SE43,3702.AT5G60690.1,3702
6661,Q9ZQ19,3702.AT2G24490.2,3702
6662,P53034,7227.FBpp0073120,7227
6663,Q9UT72,4896.SPAC343.18.1,4896
6664,Q7TNK1,10090.ENSMUSP00000051107,10090
6665,Q9SS90,3702.AT3G01650.1,3702
6666,Q9BSD3,9606.ENSP00000479598,9606
6667,Q10133,4896.SPAC16.01.1,4896
6668,Q8IUC4,9606.ENSP00000254260,9606
6669,Q10222,4896.SPAC1071.01c.1,4896
6670,Q9TTY5,9913.ENSBTAP00000038567,9913
6671,Q91Z31,10090.ENSMUSP00000029780,10090
6672,O81787,3702.AT4G35540.1,3702
6673,O04682,4081.Solyc06g082590.1.1,4081
6674,Q9LFX9,3702.AT1G27080.1,3702
6675,E4NKF8,3880.AES99632,3880
6676,Q10PI9,4530.OS03T0232600-01,4530
6677,Q9C9R6,3702.AT1G78160.1,3702
6678,Q06835,4932.YPR094W,4932
6679,P21651,4932.YJR021C,4932
6680,P36626,4896.SPBC29A10.14.1,4896
6681,Q69IL4,4530.OS09T0516200-01,4530
6682,Q9CAQ8,3702.AT1G77470.1,3702
6683,Q5SVD0,10090.ENSMUSP00000021207,10090
6684,Q6A0D4,10090.ENSMUSP00000046524,10090
6685,Q8C7R7,10090.ENSMUSP00000116057,10090
6686,Q9UUJ3,4896.SPAC1952.16.1,4896
6687,Q9H0H5,9606.ENSP00000404190,9606
6688,Q8GY84,3702.AT5G60990.1,3702
6689,Q0JM17,4530.OS01T0549700-01,4530
6690,Q6ZWK4,9606.ENSP00000356093,9606
6691,Q80YF9,10090.ENSMUSP00000038412,10090
6692,O81242,3702.AT1G48380.2,3702
6693,Q08217,4932.YOL045W,4932
6694,P61289,9606.ENSP00000293362,9606
6695,P25105,9606.ENSP00000362965,9606
6696,O04681,4081.Solyc02g077370.1.1,4081
6697,G5EC24,6239.F59G1.5.2,6239
6698,Q9M390,3702.AT3G54140.1,3702
6699,Q8LPL2,3702.AT3G16180.1,3702
6700,Q944G5,3702.AT3G47960.1,3702
6701,Q9LFB8,3702.AT5G01180.1,3702
6702,Q9UHX1,9606.ENSP00000434359,9606
6703,Q80U78,10090.ENSMUSP00000030315,10090
6704,Q9LRZ3,3702.AT3G16810.1,3702
6705,Q9LM20,3702.AT1G22240.1,3702
6706,Q06991,4932.YLR414C,4932
6707,Q9FZ96,3702.AT1G28230.1,3702
6708,O75475,9606.ENSP00000370109,9606
6709,Q54VB6,44689.DDB0302351,44689
6710,Q9D0P7,10090.ENSMUSP00000099689,10090
6711,O13919,4896.SPAC23C11.15.1,4896
6712,Q12318,4932.YLR376C,4932
6713,Q9C7S5,3702.AT1G72300.1,3702
6714,Q01329,4932.YAL043C,4932
6715,Q96NR3,9606.ENSP00000368666,9606
6716,Q14997,9606.ENSP00000384211,9606
6717,P50109,4932.YML017W,4932
6718,P35236,9606.ENSP00000309116,9606
6719,P40048,4932.YER075C,4932
6720,Q84TG3,3702.AT2G35930.1,3702
6721,Q9LP21,3702.AT1G35750.1,3702
6722,P25822,7227.FBpp0305823,7227
6723,Q9FXH5,3702.AT1G19770.1,3702
6724,Q9LK22,3702.AT3G27310.1,3702
6725,Q8WXC3,9606.ENSP00000304336,9606
6726,O48533,3702.AT2G42260.1,3702
6727,Q9NZ81,9606.ENSP00000412064,9606
6728,Q9BWN1,9606.ENSP00000441641,9606
6729,Q12161,4932.YOL054W,4932
6730,Q967U1,44689.DDB0191141,44689
6731,Q9V637,7227.FBpp0301842,7227
6732,Q8T3B9,6239.C32E12.5.1,6239
6733,P29355,6239.C14F5.5,6239
6734,Q6ZU15,9606.ENSP00000373627,9606
6735,Q9QZR6,10116.ENSRNOP00000003891,10116
6736,P58004,9606.ENSP00000253063,9606
6737,Q10362,4896.SPAC22E12.11c.1,4896
6738,Q1W617,10090.ENSMUSP00000100070,10090
6739,Q9Y2K2,9606.ENSP00000364449,9606
6740,Q9SW31,3702.AT4G24950.1,3702
6741,P40210,4932.YMR140W,4932
6742,P46062,10090.ENSMUSP00000073618,10090
6743,O94640,4896.SPBC16D10.07c.1,4896
6744,Q9C9U5,3702.AT1G73660.1,3702
6745,Q62233,10090.ENSMUSP00000135312,10090
6746,Q12216,4932.YOR156C,4932
6747,P42843,4932.YNL311C,4932
6748,Q9LD83,3702.AT1G12480.1,3702
6749,Q9ASQ7,3702.AT4G27970.1,3702
6750,Q03406,4932.YDR489W,4932
6751,Q9BQI6,9606.ENSP00000265140,9606
6752,P40072,4932.YER116C,4932
6753,O43541,9606.ENSP00000288840,9606
6754,Q9BSF0,9606.ENSP00000345107,9606
6755,Q5VUG0,9606.ENSP00000380353,9606
6756,Q9VK33,7227.FBpp0288419,7227
6757,O01789,6239.F28B3.7a,6239
6758,Q924W5,10090.ENSMUSP00000020931,10090
6759,Q91ZW3,10090.ENSMUSP00000044361,10090
6760,Q9FZ80,3702.AT1G18590.1,3702
6761,P35716,9606.ENSP00000322568,9606
6762,Q61473,10090.ENSMUSP00000027035,10090
6763,P48430,9031.ENSGALP00000014363,9031
6764,Q9HAJ7,9606.ENSP00000297109,9606
6765,Q9ESX2,10090.ENSMUSP00000039307,10090
6766,Q8SX83,7227.FBpp0077781,7227
6767,O75934,9606.ENSP00000358554,9606
6768,C6Y4C2,4896.SPBC16C6.14.1,4896
6769,Q9Y7J1,4896.SPBC1778.04.1,4896
6770,Q8T3G2,6239.B0379.4b,6239
6771,Q9BWW7,9606.ENSP00000455711,9606
6772,P34250,4932.YKL105C,4932
6773,G5ECQ3,6239.F35G12.3a,6239
6774,P63301,10116.ENSRNOP00000018559,10116
6775,Q92355,4896.SPAC6G9.10c.1,4896
6776,Q8NCE0,9606.ENSP00000284995,9606
6777,Q9P0U3,9606.ENSP00000394791,9606
6778,Q9P0V9,9606.ENSP00000380824,9606
6779,Q8T2I8,44689.DDB0229896,44689
6780,O94397,4896.SPCC126.04c.1,4896
6781,Q4QSC8,4577.GRMZM2G074082_P01,4577
6782,Q9P7A0,4896.SPBP35G2.03c.1,4896
6783,Q24145,7227.FBpp0086382,7227
6784,Q99J77,10090.ENSMUSP00000030018,10090
6785,O80669,3702.AT2G41180.1,3702
6786,O60187,4896.SPBC244.01c.1,4896
6787,Q9IA88,9031.ENSGALP00000026069,9031
6788,Q94AQ6,3702.AT5G09230.7,3702
6789,P53965,4932.YNL032W,4932
6790,A8D8P8,7091.BGIBMGA010644-TA,7091
6791,F4JAA5,3702.AT3G46960.1,3702
6792,P35207,4932.YLR398C,4932
6793,P38889,4932.YHR206W,4932
6794,A7M7C7,10090.ENSMUSP00000132338,10090
6795,Q6PL11,4530.OS11T0456300-01,4530
6796,Q5E930,3702.AT1G62280.1,3702
6797,Q68FF7,10090.ENSMUSP00000070592,10090
6798,Q09761,4896.SPAC24H6.06.1,4896
6799,Q7Z7L1,9606.ENSP00000378067,9606
6800,Q14683,9606.ENSP00000323421,9606
6801,O42649,4896.SPAC10F6.09c.1,4896
6802,O13734,4896.SPAC15A10.15.1,4896
6803,P35187,4932.YMR190C,4932
6804,A1Z9P3,7227.FBpp0111526,7227
6805,Q9H0F6,9606.ENSP00000381698,9606
6806,C4P6S0,10090.ENSMUSP00000130430,10090
6807,P38751,4932.YHL006C,4932
6808,F4I3V6,3702.AT1G69935.1,3702
6809,P06700,4932.YDL042C,4932
6810,P59941,10090.ENSMUSP00000048971,10090
6811,Q8BKJ9,10090.ENSMUSP00000079093,10090
6812,Q680Q4,3702.AT5G60410.2,3702
6813,Q8IX90,9606.ENSP00000319417,9606
6814,Q3UND0,10090.ENSMUSP00000077342,10090
6815,Q08491,4932.YOR076C,4932
6816,Q6K8D9,4530.OS02T0759800-01,4530
6817,O80653,3702.AT1G77180.2,3702
6818,Q9LG97,4530.OS01T0129200-01,4530
6819,O13736,4896.SPAC16E8.01.1,4896
6820,D3YWJ0,10090.ENSMUSP00000078434,10090
6821,P40485,4932.YIL105C,4932
6822,P32828,4932.YDL013W,4932
6823,P84025,10116.ENSRNOP00000037346,10116
6824,Q9NZC9,9606.ENSP00000349823,9606
6825,Q7TN29,10090.ENSMUSP00000035800,10090
6826,Q3TKT4,10090.ENSMUSP00000034707,10090
6827,Q23972,7227.FBpp0288542,7227
6828,P37262,4932.YCR073W-A,4932
6829,Q23533,6239.ZK563.5,6239
6830,U3H042,4896.SPAPB17E12.06.1,4896
6831,Q9C9D0,3702.AT1G74100.1,3702
6832,Q9LU44,3702.AT5G51300.1,3702
6833,O74458,4896.SPCC16C4.14c.1,4896
6834,Q12507,4932.YOR315W,4932
6835,P20134,4932.YOR140W,4932
6836,Q24141,7227.FBpp0071675,7227
6837,Q7TSY8,10090.ENSMUSP00000027202,10090
6838,Q8R4T2,10116.ENSRNOP00000018488,10116
6839,Q9LPL4,3702.AT1G21410.1,3702
6840,Q8INM3,7227.FBpp0081709,7227
6841,P53327,4932.YGR271W,4932
6842,A8IJF8,3055.EDP05421,3055
6843,Q8CH25,10090.ENSMUSP00000049112,10090
6844,Q9BQ83,9606.ENSP00000328940,9606
6845,P38324,4932.YBR228W,4932
6846,Q8IY92,9606.ENSP00000294008,9606
6847,P87176,4896.SPBC3D6.11c.1,4896
6848,Q18616,6239.C44C10.4,6239
6849,Q04692,10090.ENSMUSP00000031984,10090
6850,Q4JM44,10116.ENSRNOP00000015020,10116
6851,Q9N4U5,6239.Y49F6B.4,6239
6852,F4IGZ2,3702.AT2G40130.2,3702
6853,O43623,9606.ENSP00000380034,9606
6854,Q16613,9606.ENSP00000250615,9606
6855,Q04007,4932.YDR186C,4932
6856,Q9UTN6,4896.SPAC1250.01.1,4896
6857,G5EBN9,6239.T13B5.1,6239
6858,P18480,4932.YBR289W,4932
6859,Q9NYB5,9606.ENSP00000444149,9606
6860,Q08817,4932.YOR353C,4932
6861,Q9BQ15,9606.ENSP00000369545,9606
6862,Q8BGW5,10090.ENSMUSP00000027279,10090
6863,Q7M6Y2,10090.ENSMUSP00000078070,10090
6864,P91870,6239.F32H2.3.1,6239
6865,Q5IBH7,10090.ENSMUSP00000118426,10090
6866,P40363,4932.YJL068C,4932
6867,Q06168,4932.YLR321C,4932
6868,Q9UJC5,9606.ENSP00000358853,9606
6869,Q3TTP0,10090.ENSMUSP00000036347,10090
6870,Q9BRV8,9606.ENSP00000358541,9606
6871,Q9LZ78,3702.AT5G04470.1,3702
6872,Q62141,10090.ENSMUSP00000004494,10090
6873,Q9SQR5,3702.AT3G03970.3,3702
6874,Q15475,9606.ENSP00000247182,9606
6875,F4I3Z5,3702.AT1G76630.2,3702
6876,Q8BX46,10090.ENSMUSP00000055037,10090
6877,Q9FLV9,3702.AT5G24030.1,3702
6878,Q8ND83,9606.ENSP00000400921,9606
6879,Q68CJ6,9606.ENSP00000408697,9606
6880,O54988,10090.ENSMUSP00000049977,10090
